"Date","Region","No. of Stations","Avg. SWC","% of April 1","% of Normal"
"06/09/2010","STATE","102","9.5","34","157"
"06/08/2010","STATE","102","10.3","37","163"
"06/07/2010","STATE","101","11.5","41","173"
"06/06/2010","STATE","101","12.8","45","181"
"06/05/2010","STATE","101","14.0","49","188"
"06/04/2010","STATE","101","15.1","53","196"
"06/03/2010","STATE","103","16.6","58","205"
"06/02/2010","STATE","103","17.7","62","210"
"06/01/2010","STATE","104","18.6","65","212"
"05/31/2010","STATE","104","19.5","69","216"
"05/30/2010","STATE","104","20.5","72","214"
"05/29/2010","STATE","104","21.0","74","211"
"05/28/2010","STATE","104","21.1","74","202"
"05/27/2010","STATE","104","21.0","74","194"
"05/26/2010","STATE","104","21.1","74","186"
"05/25/2010","STATE","104","21.4","75","182"
"05/24/2010","STATE","104","21.5","76","177"
"05/23/2010","STATE","104","21.6","76","171"
"05/22/2010","STATE","104","21.6","76","165"
"05/21/2010","STATE","104","22.0","78","164"
"05/20/2010","STATE","104","23.3","82","167"
"05/19/2010","STATE","104","24.0","84","166"
"05/18/2010","STATE","104","24.5","86","165"
"05/17/2010","STATE","104","24.8","87","162"
"05/16/2010","STATE","104","25.8","91","165"
"05/15/2010","STATE","104","26.6","93","164"
"05/14/2010","STATE","104","27.2","96","165"
"05/13/2010","STATE","104","27.8","98","164"
"05/12/2010","STATE","104","28.1","99","162"
"05/11/2010","STATE","104","27.9","98","156"
"05/10/2010","STATE","104","27.4","96","150"
"05/09/2010","STATE","104","27.8","98","149"
"05/08/2010","STATE","104","28.4","100","149"
"05/07/2010","STATE","105","29.1","102","149"
"05/06/2010","STATE","105","29.7","104","148"
"05/05/2010","STATE","105","30.3","106","148"
"05/04/2010","STATE","105","31.0","109","149"
"05/03/2010","STATE","104","32.0","112","150"
"05/02/2010","STATE","103","32.6","114","150"
"05/01/2010","STATE","103","32.9","115","148"
"04/30/2010","STATE","104","32.8","114","144"
"04/29/2010","STATE","104","32.6","114","142"
"04/28/2010","STATE","104","32.1","112","137"
"04/27/2010","STATE","104","31.6","110","133"
"04/26/2010","STATE","104","32.1","112","133"
"04/25/2010","STATE","105","32.7","114","134"
"04/24/2010","STATE","105","33.1","115","134"
"04/23/2010","STATE","106","33.0","116","133"
"04/22/2010","STATE","106","32.8","115","131"
"04/21/2010","STATE","106","32.4","113","127"
"04/20/2010","STATE","106","31.8","111","123"
"04/19/2010","STATE","106","32.3","113","124"
"04/18/2010","STATE","106","32.8","115","125"
"04/17/2010","STATE","106","33.4","117","126"
"04/16/2010","STATE","106","33.6","118","126"
"04/15/2010","STATE","106","33.8","118","126"
"04/14/2010","STATE","106","33.7","118","125"
"04/13/2010","STATE","106","33.6","118","124"
"04/12/2010","STATE","106","33.1","116","121"
"04/11/2010","STATE","106","32.4","113","117"
"04/10/2010","STATE","106","32.6","114","118"
"04/09/2010","STATE","106","32.7","114","117"
"04/08/2010","STATE","106","32.9","115","117"
"04/07/2010","STATE","106","33.1","116","118"
"04/06/2010","STATE","106","32.9","116","118"
"04/05/2010","STATE","106","32.3","114","115"
"04/04/2010","STATE","106","31.2","110","111"
"04/03/2010","STATE","106","30.9","109","110"
"04/02/2010","STATE","106","30.3","107","107"
"04/01/2010","STATE","106","30.1","106","106"
"03/31/2010","STATE","106","29.8","105","105"
"03/30/2010","STATE","106","29.1","102","102"
"03/29/2010","STATE","106","29.0","102","102"
"03/28/2010","STATE","106","29.3","103","103"
"03/27/2010","STATE","106","29.3","103","103"
"03/26/2010","STATE","106","29.3","103","103"
"03/25/2010","STATE","106","29.1","103","103"
"03/24/2010","STATE","106","29.3","103","104"
"03/23/2010","STATE","106","29.5","104","105"
"03/22/2010","STATE","106","29.6","104","105"
"03/21/2010","STATE","105","29.5","104","105"
"03/20/2010","STATE","105","29.7","105","106"
"03/19/2010","STATE","106","30.1","106","108"
"03/18/2010","STATE","106","30.3","107","109"
"03/17/2010","STATE","106","30.4","107","110"
"03/16/2010","STATE","107","30.5","107","110"
"03/15/2010","STATE","107","30.5","107","111"
"03/14/2010","STATE","107","30.5","107","111"
"03/13/2010","STATE","106","30.4","106","111"
"03/12/2010","STATE","107","29.3","103","108"
"03/11/2010","STATE","108","29.1","102","108"
"03/10/2010","STATE","108","29.0","102","108"
"03/09/2010","STATE","108","28.8","101","108"
"03/08/2010","STATE","108","28.5","100","107"
"03/07/2010","STATE","108","28.5","100","108"
"03/06/2010","STATE","108","28.5","100","109"
"03/05/2010","STATE","108","28.4","99","109"
"03/04/2010","STATE","108","28.3","99","110"
"03/03/2010","STATE","109","27.3","96","107"
"03/02/2010","STATE","109","26.8","94","106"
"03/01/2010","STATE","110","26.7","93","106"
"02/28/2010","STATE","110","26.6","93","107"
"02/27/2010","STATE","110","26.3","92","107"
"02/26/2010","STATE","110","24.9","87","102"
"02/25/2010","STATE","110","24.7","87","103"
"02/24/2010","STATE","110","24.0","84","100"
"02/23/2010","STATE","110","23.1","81","98"
"02/22/2010","STATE","110","23.0","81","99"
"02/21/2010","STATE","110","22.7","79","97"
"02/20/2010","STATE","110","22.4","79","98"
"02/19/2010","STATE","110","22.4","79","99"
"02/18/2010","STATE","110","22.4","79","101"
"02/17/2010","STATE","110","22.4","79","102"
"02/16/2010","STATE","110","22.4","79","103"
"02/15/2010","STATE","110","22.4","78","103"
"02/14/2010","STATE","110","22.4","78","104"
"02/13/2010","STATE","110","22.4","78","105"
"02/12/2010","STATE","110","22.3","78","107"
"02/11/2010","STATE","110","22.2","78","108"
"02/10/2010","STATE","110","22.1","77","108"
"02/09/2010","STATE","110","22.0","77","110"
"02/08/2010","STATE","110","21.9","77","111"
"02/07/2010","STATE","110","21.8","76","111"
"02/06/2010","STATE","110","21.3","75","112"
"02/05/2010","STATE","110","20.7","72","109"
"02/04/2010","STATE","110","20.0","70","107"
"02/03/2010","STATE","110","20.0","70","109"
"02/02/2010","STATE","110","19.8","69","109"
"02/01/2010","STATE","110","19.7","69","111"
"01/31/2010","STATE","110","19.7","69","113"
"01/30/2010","STATE","110","19.6","69","115"
"01/29/2010","STATE","110","19.5","68","115"
"01/28/2010","STATE","110","19.5","68","117"
"01/27/2010","STATE","110","19.4","68","118"
"01/26/2010","STATE","110","19.2","67","119"
"01/25/2010","STATE","110","18.5","65","117"
"01/24/2010","STATE","110","18.0","63","115"
"01/23/2010","STATE","110","17.8","62","115"
"01/22/2010","STATE","110","17.4","61","115"
"01/21/2010","STATE","110","16.2","57","109"
"01/20/2010","STATE","110","14.2","50","97"
"01/19/2010","STATE","110","13.1","46","91"
"01/18/2010","STATE","110","11.1","39","79"
"01/17/2010","STATE","110","10.6","37","76"
"01/16/2010","STATE","110","10.5","37","77"
"01/15/2010","STATE","110","10.5","37","79"
"01/14/2010","STATE","110","10.4","37","80"
"01/13/2010","STATE","110","10.1","35","77"
"01/12/2010","STATE","110","9.2","32","72"
"01/11/2010","STATE","110","9.1","32","73"
"01/10/2010","STATE","110","9.1","32","75"
"01/09/2010","STATE","110","9.1","32","76"
"01/08/2010","STATE","110","9.1","32","77"
"01/07/2010","STATE","110","9.1","32","79"
"01/06/2010","STATE","110","9.1","32","81"
"01/05/2010","STATE","110","9.1","32","82"
"01/04/2010","STATE","110","9.1","32","84"
"01/03/2010","STATE","110","9.1","32","86"
"01/02/2010","STATE","110","9.1","32","87"
"01/01/2010","STATE","110","8.9","31","87"
"12/31/2009","STATE","110","8.7","31","89"
"12/30/2009","STATE","110","8.5","30","87"
"12/29/2009","STATE","110","8.1","28","84"
"12/28/2009","STATE","110","8.0","28","85"
"12/27/2009","STATE","110","7.9","28","87"
"12/26/2009","STATE","110","7.9","28","89"
"12/25/2009","STATE","110","7.9","28","91"
"12/24/2009","STATE","110","7.9","28","93"
"12/23/2009","STATE","110","7.8","27","92"
"12/22/2009","STATE","110","7.7","27","94"
"12/21/2009","STATE","110","7.1","25","89"
"12/20/2009","STATE","110","7.0","25","91"
"12/19/2009","STATE","110","7.0","25","94"
"12/18/2009","STATE","110","7.0","25","96"
"12/17/2009","STATE","110","7.0","24","94"
"12/16/2009","STATE","110","6.9","24","97"
"12/15/2009","STATE","110","6.6","23","95"
"12/14/2009","STATE","110","6.5","23","97"
"12/13/2009","STATE","110","6.1","21","91"
"12/12/2009","STATE","110","4.0","14","63"
"12/11/2009","STATE","109","3.2","11","50"
"12/10/2009","STATE","108","3.0","11","52"
"12/09/2009","STATE","106","3.0","10","48"
"12/08/2009","STATE","106","3.0","10","50"
"12/07/2009","STATE","107","2.4","9","46"
"12/06/2009","STATE","105","2.1","7","37"
"12/05/2009","STATE","104","2.1","7","38"
"12/04/2009","STATE","104","2.0","7","39"
"12/03/2009","STATE","104","2.0","7","40"
"12/02/2009","STATE","104","2.0","7","41"
"12/01/2009","STATE","104","2.1","7","42"
"11/30/2009","STATE","110","1.9","7","44"
"11/29/2009","STATE","105","2.0","7","45"
"11/28/2009","STATE","106","1.8","6","41"
"11/27/2009","STATE","110","1.3","5","35"
"11/26/2009","STATE","110","1.3","4","29"
"11/25/2009","STATE","110","1.3","5","38"
"11/24/2009","STATE","110","1.3","5","40"
"11/23/2009","STATE","110","1.3","4","33"
"11/22/2009","STATE","110","1.3","4","34"
"11/21/2009","STATE","110","1.2","4","36"
"11/20/2009","STATE","111","0.7","3","28"
"11/19/2009","STATE","110","0.7","2","20"
"11/18/2009","STATE","110","0.6","2","21"
"11/17/2009","STATE","110","0.6","2","22"
"11/16/2009","STATE","110","0.6","2","23"
"11/15/2009","STATE","110","0.5","2","24"
"11/14/2009","STATE","110","0.5","2","25"
"11/13/2009","STATE","90","0.6","2","27"
"11/12/2009","STATE","109","0.4","2","29"
"11/11/2009","STATE","109","0.3","1","15"
"11/10/2009","STATE","109","0.3","1","16"
"11/09/2009","STATE","109","0.3","1","17"
"11/08/2009","STATE","109","0.3","1","18"
"11/07/2009","STATE","109","0.3","1","19"
"11/06/2009","STATE","109","0.2","1","21"
"11/05/2009","STATE","110","0.2","1","22"
"11/04/2009","STATE","108","0.2","1","24"
"11/03/2009","STATE","109","0.2","1","26"
"11/02/2009","STATE","91","0.3","1","28"
"11/01/2009","STATE","91","0.3","1","30"
"10/31/2009","STATE","109","0.2","1","33"
"10/30/2009","STATE","108","0.3","1","36"
"10/29/2009","STATE","108","0.3","1","38"
"10/28/2009","STATE","90","0.3","1","42"
"10/27/2009","STATE","109","0.3","1","45"
"10/26/2009","STATE","109","0.3","1","50"
"10/25/2009","STATE","109","0.3","1","56"
"10/24/2009","STATE","109","0.3","1","63"
"10/23/2009","STATE","109","0.4","1","67"
"10/22/2009","STATE","109","0.4","1","77"
"10/21/2009","STATE","109","0.4","1","83"
"10/20/2009","STATE","109","0.4","2","200"
"10/19/2009","STATE","90","0.5","2","222"
"10/18/2009","STATE","109","0.5","2","250"
"10/17/2009","STATE","105","0.6","2","286"
"10/16/2009","STATE","109","0.8","3","500"
"10/15/2009","STATE","109","0.9","3","600"
"10/14/2009","STATE","108","1.1","4","1000"
"10/13/2009","STATE","109","0.0","0","0"
"10/12/2009","STATE","101","0.0","0","0"
"10/11/2009","STATE","101","0.0","0","0"
"10/10/2009","STATE","101","0.0","0","0"
"10/09/2009","STATE","101","0.0","0","0"
"10/08/2009","STATE","101","0.0","0","0"
"10/07/2009","STATE","101","0.0","0","0"
"10/06/2009","STATE","100","0.0","0","0"
"10/05/2009","STATE","100","0.0","0","0"
"10/04/2009","STATE","100","-0.1","0","0"
"10/03/2009","STATE","100","-0.1","0","0"
"10/02/2009","STATE","100","-0.1","0","0"
"10/01/2009","STATE","100","-0.1","0","0"
"06/11/2009","STATE","99","0.4","1","5"
"06/10/2009","STATE","99","0.4","2","10"
"06/09/2009","STATE","100","0.5","2","9"
"06/08/2009","STATE","100","0.6","2","9"
"06/07/2009","STATE","100","0.7","2","8"
"06/06/2009","STATE","100","0.7","2","8"
"06/05/2009","STATE","100","0.7","2","8"
"06/04/2009","STATE","100","0.8","3","11"
"06/03/2009","STATE","100","0.8","3","11"
"06/02/2009","STATE","100","0.9","3","10"
"06/01/2009","STATE","100","1.0","4","13"
"05/31/2009","STATE","99","1.1","4","13"
"05/30/2009","STATE","99","1.2","4","12"
"05/29/2009","STATE","99","1.4","5","14"
"05/28/2009","STATE","99","1.6","6","16"
"05/27/2009","STATE","99","1.8","6","16"
"05/26/2009","STATE","99","2.0","7","18"
"05/25/2009","STATE","99","2.3","8","19"
"05/24/2009","STATE","99","2.7","10","23"
"05/23/2009","STATE","99","3.0","11","25"
"05/22/2009","STATE","99","3.4","12","26"
"05/21/2009","STATE","99","3.8","13","27"
"05/20/2009","STATE","99","4.2","15","31"
"05/19/2009","STATE","99","4.7","17","34"
"05/18/2009","STATE","99","5.2","19","36"
"05/17/2009","STATE","99","5.8","21","39"
"05/16/2009","STATE","99","6.3","22","40"
"05/15/2009","STATE","99","7.0","25","44"
"05/14/2009","STATE","99","7.6","27","46"
"05/13/2009","STATE","99","8.1","29","49"
"05/12/2009","STATE","99","8.7","31","51"
"05/11/2009","STATE","98","9.5","34","54"
"05/10/2009","STATE","98","10.2","36","56"
"05/09/2009","STATE","98","11.0","39","59"
"05/08/2009","STATE","98","11.7","41","61"
"05/07/2009","STATE","98","12.3","44","64"
"05/06/2009","STATE","98","13.0","46","66"
"05/05/2009","STATE","97","13.8","49","68"
"05/04/2009","STATE","97","13.9","49","67"
"05/03/2009","STATE","97","14.0","50","67"
"05/02/2009","STATE","97","13.9","49","64"
"05/01/2009","STATE","97","13.9","49","63"
"04/30/2009","STATE","97","14.5","51","65"
"04/29/2009","STATE","97","14.9","53","66"
"04/28/2009","STATE","98","15.2","54","66"
"04/27/2009","STATE","98","15.6","55","67"
"04/26/2009","STATE","98","16.0","57","68"
"04/25/2009","STATE","98","16.2","57","67"
"04/24/2009","STATE","98","16.3","57","66"
"04/23/2009","STATE","98","17.0","60","69"
"04/22/2009","STATE","98","17.9","63","72"
"04/21/2009","STATE","98","18.8","66","74"
"04/20/2009","STATE","99","19.7","69","77"
"04/19/2009","STATE","99","20.6","72","79"
"04/18/2009","STATE","99","21.3","75","82"
"04/17/2009","STATE","99","21.9","77","83"
"04/16/2009","STATE","99","22.0","77","83"
"04/15/2009","STATE","99","22.0","77","82"
"04/14/2009","STATE","100","22.2","78","82"
"04/13/2009","STATE","100","22.5","79","83"
"04/12/2009","STATE","100","22.7","79","82"
"04/11/2009","STATE","100","22.8","80","83"
"04/10/2009","STATE","100","22.6","79","81"
"04/09/2009","STATE","100","22.2","78","80"
"04/08/2009","STATE","100","22.0","77","79"
"04/07/2009","STATE","100","22.0","77","78"
"04/06/2009","STATE","100","22.4","78","79"
"04/05/2009","STATE","100","22.6","79","80"
"04/04/2009","STATE","100","22.7","79","80"
"04/03/2009","STATE","100","22.7","80","80"
"04/02/2009","STATE","100","23.1","81","81"
"04/01/2009","STATE","101","23.7","82","82"
"03/31/2009","STATE","101","23.9","83","83"
"03/30/2009","STATE","102","24.1","83","83"
"03/29/2009","STATE","102","24.3","84","84"
"03/28/2009","STATE","102","24.7","86","86"
"03/27/2009","STATE","102","24.9","86","86"
"03/26/2009","STATE","102","25.1","87","87"
"03/25/2009","STATE","102","25.2","88","88"
"03/24/2009","STATE","102","25.2","87","87"
"03/23/2009","STATE","102","25.1","87","88"
"03/22/2009","STATE","102","24.4","85","86"
"03/21/2009","STATE","102","23.8","82","83"
"03/20/2009","STATE","102","24.0","83","84"
"03/19/2009","STATE","102","24.2","84","85"
"03/18/2009","STATE","102","24.4","84","86"
"03/17/2009","STATE","102","24.5","85","87"
"03/16/2009","STATE","102","24.5","85","87"
"03/15/2009","STATE","102","24.2","84","87"
"03/14/2009","STATE","102","24.3","84","87"
"03/13/2009","STATE","102","24.3","84","88"
"03/12/2009","STATE","102","24.3","84","88"
"03/11/2009","STATE","102","24.3","84","89"
"03/10/2009","STATE","102","24.2","84","89"
"03/09/2009","STATE","102","24.3","84","90"
"03/08/2009","STATE","101","24.2","84","90"
"03/07/2009","STATE","101","24.2","84","91"
"03/06/2009","STATE","101","24.1","84","92"
"03/05/2009","STATE","101","23.9","83","91"
"03/04/2009","STATE","102","23.3","81","90"
"03/03/2009","STATE","103","21.7","75","84"
"03/02/2009","STATE","102","20.5","71","80"
"03/01/2009","STATE","102","19.6","68","77"
"02/28/2009","STATE","101","19.5","68","78"
"02/27/2009","STATE","102","19.4","67","78"
"02/26/2009","STATE","102","19.2","67","78"
"02/25/2009","STATE","103","18.9","65","77"
"02/24/2009","STATE","103","18.8","65","78"
"02/23/2009","STATE","103","18.3","64","77"
"02/22/2009","STATE","102","17.4","60","73"
"02/21/2009","STATE","102","17.3","60","74"
"02/20/2009","STATE","102","17.2","60","75"
"02/19/2009","STATE","102","17.1","59","74"
"02/18/2009","STATE","101","16.9","59","75"
"02/17/2009","STATE","105","16.1","56","72"
"02/16/2009","STATE","105","15.0","52","68"
"02/15/2009","STATE","105","14.3","50","66"
"02/14/2009","STATE","105","13.8","48","64"
"02/13/2009","STATE","105","13.0","45","61"
"02/12/2009","STATE","105","12.8","44","60"
"02/11/2009","STATE","105","12.4","43","60"
"02/10/2009","STATE","105","12.1","42","59"
"02/09/2009","STATE","106","12.0","42","60"
"02/08/2009","STATE","107","11.2","39","56"
"02/07/2009","STATE","107","11.0","39","57"
"02/06/2009","STATE","108","10.5","37","55"
"02/05/2009","STATE","108","10.2","36","54"
"02/04/2009","STATE","109","10.1","36","55"
"02/03/2009","STATE","109","10.2","36","56"
"02/02/2009","STATE","110","10.1","36","57"
"02/01/2009","STATE","109","10.2","36","58"
"01/31/2009","STATE","110","10.1","36","59"
"01/30/2009","STATE","109","10.2","36","60"
"01/29/2009","STATE","109","10.2","36","61"
"01/28/2009","STATE","109","10.1","36","62"
"01/27/2009","STATE","107","10.1","36","63"
"01/26/2009","STATE","108","10.0","36","64"
"01/25/2009","STATE","108","9.7","35","63"
"01/24/2009","STATE","108","9.3","33","60"
"01/23/2009","STATE","108","8.9","31","58"
"01/22/2009","STATE","108","8.4","30","57"
"01/21/2009","STATE","108","8.2","29","56"
"01/20/2009","STATE","108","8.2","29","57"
"01/19/2009","STATE","108","8.3","29","58"
"01/18/2009","STATE","108","8.3","29","58"
"01/17/2009","STATE","108","8.3","29","60"
"01/16/2009","STATE","108","8.3","30","63"
"01/15/2009","STATE","108","8.4","30","64"
"01/14/2009","STATE","107","8.4","30","65"
"01/13/2009","STATE","107","8.4","30","66"
"01/12/2009","STATE","107","8.4","30","67"
"01/11/2009","STATE","107","8.4","30","69"
"01/10/2009","STATE","107","8.4","30","70"
"01/09/2009","STATE","107","8.4","30","71"
"01/08/2009","STATE","107","8.4","30","73"
"01/07/2009","STATE","108","8.4","30","74"
"01/06/2009","STATE","105","8.4","30","76"
"01/05/2009","STATE","105","8.3","29","75"
"01/04/2009","STATE","102","8.2","29","76"
"01/03/2009","STATE","104","8.2","29","78"
"01/02/2009","STATE","105","7.9","28","77"
"01/01/2009","STATE","104","7.8","28","78"
"12/31/2008","STATE","104","7.8","27","77"
"12/30/2008","STATE","104","7.7","27","79"
"12/29/2008","STATE","104","7.7","27","81"
"12/28/2008","STATE","102","7.6","27","82"
"12/27/2008","STATE","102","7.5","27","84"
"12/26/2008","STATE","102","7.5","27","86"
"12/25/2008","STATE","103","6.2","22","72"
"12/24/2008","STATE","103","4.9","17","57"
"12/23/2008","STATE","102","4.8","17","58"
"12/22/2008","STATE","106","4.5","16","56"
"12/21/2008","STATE","106","3.6","13","46"
"12/20/2008","STATE","105","3.4","12","44"
"12/19/2008","STATE","105","3.3","12","45"
"12/18/2008","STATE","106","2.9","10","38"
"12/17/2008","STATE","106","2.9","10","39"
